city_name,latitude,longitude,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-21,34.2,20.6,0.0,0,18.4,37.8,1
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-22,33.2,20.1,0.0,0,17.6,35.3,1
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-23,32.2,17.4,0.0,0,17.2,32.8,1
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-24,31.2,17.1,0.0,0,14.7,31.7,0
Ben Guerir,32.23,-7.95,2026-09-18,30.2,16.2,0.0,0,14.8,29.9,3
Ben Guerir,32.23,-7.95,2026-09-19,34.8,20.0,0.0,0,15.0,30.6,2
Ben Guerir,32.23,-7.95,2026-09-20,36.0,23.6,0.0,5,16.9,33.8,2
Ben Guerir,32.23,-7.95,2026-09-21,37.0,23.3,0.0,0,20.3,40.0,3
Ben Guerir,32.23,-7.95,2026-09-22,35.9,21.1,0.0,0,13.5,28.4,0
Ben Guerir,32.23,-7.95,2026-09-23,35.8,19.8,0.0,0,20.0,35.6,0
Ben Guerir,32.23,-7.95,2026-09-24,34.6,19.1,0.0,0,16.9,39.6,3
Ait Ali,30.1739,-9.4881,2026-09-18,25.9,19.0,0.0,0,23.3,38.2,3
Ait Ali,30.1739,-9.4881,2026-09-19,26.5,19.7,0.0,0,21.2,35.3,2
Ait Ali,30.1739,-9.4881,2026-09-20,27.1,20.0,0.0,0,19.1,31.3,45
Ait Ali,30.1739,-9.4881,2026-09-21,34.8,21.5,0.0,0,18.6,33.1,3
Ait Ali,30.1739,-9.4881,2026-09-22,32.8,21.8,0.0,0,21.5,37.4,0
Ait Ali,30.1739,-9.4881,2026-09-23,31.1,20.9,0.0,0,18.8,32.0,0
Ait Ali,30.1739,-9.4881,2026-09-24,30.0,18.3,0.0,0,18.6,31.3,45
My Drarga,30.3805,-9.4763,2026-09-18,25.9,18.9,0.0,0,15.5,34.6,2
My Drarga,30.3805,-9.4763,2026-09-19,26.1,19.6,0.0,0,17.6,39.2,45
My Drarga,30.3805,-9.4763,2026-09-20,27.3,19.8,0.0,0,15.0,33.1,45
My Drarga,30.3805,-9.4763,2026-09-21,34.1,21.1,0.0,0,11.8,27.0,3
My Drarga,30.3805,-9.4763,2026-09-22,32.8,22.1,0.0,0,16.2,36.4,45
My Drarga,30.3805,-9.4763,2026-09-23,35.7,20.2,0.0,0,13.2,28.4,45
My Drarga,30.3805,-9.4763,2026-09-24,34.2,18.3,0.0,0,12.9,26.6,45
Lqoliaa,30.2942,-9.4544,2026-09-18,26.6,18.9,0.0,0,18.7,40.7,3
Lqoliaa,30.2942,-9.4544,2026-09-19,26.8,19.6,0.0,0,21.0,46.8,2
Lqoliaa,30.2942,-9.4544,2026-09-20,27.5,19.6,0.0,0,19.5,42.1,45
Lqoliaa,30.2942,-9.4544,2026-09-21,36.5,20.9,0.0,0,16.8,37.4,3
Lqoliaa,30.2942,-9.4544,2026-09-22,35.3,20.9,0.0,0,18.9,41.8,0
Lqoliaa,30.2942,-9.4544,2026-09-23,30.6,19.5,0.0,0,16.9,38.2,45
Lqoliaa,30.2942,-9.4544,2026-09-24,28.7,17.6,0.0,0,16.7,38.9,45
El Kelaa des Srarhna,32.05,-7.4,2026-09-18,31.4,17.7,0.0,0,13.3,23.4,3
El Kelaa des Srarhna,32.05,-7.4,2026-09-19,36.1,20.6,0.0,10,14.5,25.2,2
El Kelaa des Srarhna,32.05,-7.4,2026-09-20,37.3,23.1,0.2,20,20.2,35.3,3
