city_name,latitude_city,longitude_city,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,forecast_day,month,day_of_week,rain_risk,wind_risk,temperature_risk,probability_risk,risk_score,risk_level
Sidi Bennour,32.655,-8.4292,2026-09-21,36.2,19.8,0.0,0,16.7,31.0,2,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Sidi Bennour,32.655,-8.4292,2026-09-22,36.2,17.8,0.0,0,16.4,31.3,45,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Sidi Bennour,32.655,-8.4292,2026-09-23,34.3,18.3,0.0,0,17.3,34.9,45,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Sidi Bennour,32.655,-8.4292,2026-09-24,32.4,16.9,0.0,0,15.8,37.4,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Temsia,30.3633,-9.4144,2026-09-18,26.9,19.0,0.0,0,19.2,41.8,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Temsia,30.3633,-9.4144,2026-09-19,27.1,19.7,0.0,0,22.1,47.9,2,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Temsia,30.3633,-9.4144,2026-09-20,28.3,19.6,0.0,0,18.1,40.3,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Temsia,30.3633,-9.4144,2026-09-21,37.3,21.4,0.0,0,15.6,33.8,3,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Temsia,30.3633,-9.4144,2026-09-22,36.3,21.5,0.0,0,21.4,47.5,0,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Temsia,30.3633,-9.4144,2026-09-23,36.1,20.4,0.0,0,27.1,47.9,1,Very High,None,Moderate,23,9,Wednesday,0,25,60,0,19.5,Faible
Temsia,30.3633,-9.4144,2026-09-24,32.8,16.8,0.0,0,27.0,45.4,45,High,None,Moderate,24,9,Thursday,0,25,30,0,13.5,Faible
Biougra,30.2144,-9.3708,2026-09-18,27.3,19.1,0.0,0,25.5,42.1,2,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Biougra,30.2144,-9.3708,2026-09-19,27.8,19.5,0.0,0,22.8,38.2,2,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Biougra,30.2144,-9.3708,2026-09-20,28.9,19.9,0.0,0,18.7,31.3,2,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Biougra,30.2144,-9.3708,2026-09-21,37.3,21.9,0.0,0,19.6,32.4,3,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Biougra,30.2144,-9.3708,2026-09-22,37.5,22.6,0.0,0,20.6,40.0,0,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Biougra,30.2144,-9.3708,2026-09-23,32.6,19.6,0.0,0,23.2,39.6,1,High,None,Moderate,23,9,Wednesday,0,25,30,0,13.5,Faible
Biougra,30.2144,-9.3708,2026-09-24,30.3,16.8,0.0,0,23.1,38.9,45,High,None,Moderate,24,9,Thursday,0,25,30,0,13.5,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-18,26.9,18.9,0.0,0,21.9,38.9,3,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-19,27.7,20.4,0.0,0,27.8,52.2,3,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-20,28.0,23.5,0.0,13,25.5,46.4,3,Normal,None,Moderate,20,9,Sunday,0,25,0,0,7.5,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-21,28.1,21.4,0.0,0,23.1,42.8,2,Normal,None,Moderate,21,9,Monday,0,25,0,0,7.5,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-22,28.1,17.8,0.0,0,15.3,31.7,1,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-23,26.8,19.7,0.0,0,9.5,18.0,2,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Al Hoceïma,35.2472,-3.9322,2026-09-24,27.1,18.1,0.0,0,8.1,16.6,1,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-18,33.9,17.0,0.0,0,17.0,32.0,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-19,37.1,20.6,0.0,5,13.3,28.1,2,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-20,37.9,22.1,0.0,3,16.6,36.4,3,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-21,36.5,20.9,0.3,5,13.8,29.2,2,Very High,Low,Low,21,9,Monday,20,0,60,0,19.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-22,36.1,20.8,0.0,1,12.8,24.8,3,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-23,36.9,17.2,0.0,0,6.9,15.1,1,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Qasbat Tadla,32.6,-6.26,2026-09-24,37.3,14.5,0.0,0,7.4,22.3,0,Very High,None,Low,24,9,Thursday,0,0,60,0,12.0,Faible
Aziylal,31.96,-6.56,2026-09-18,26.7,16.0,0.0,3,16.0,33.8,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Aziylal,31.96,-6.56,2026-09-19,28.6,18.9,0.1,35,17.8,39.2,3,Normal,Low,Low,19,9,Saturday,20,0,0,25,10.75,Faible
Aziylal,31.96,-6.56,2026-09-20,28.9,19.7,0.4,33,18.3,40.3,3,Normal,Low,Low,20,9,Sunday,20,0,0,25,10.75,Faible
Aziylal,31.96,-6.56,2026-09-21,28.2,18.9,0.3,8,18.7,36.7,2,Normal,Low,Low,21,9,Monday,20,0,0,0,7.0,Faible
Aziylal,31.96,-6.56,2026-09-22,28.1,18.0,0.0,1,20.1,43.2,2,Normal,None,Moderate,22,9,Tuesday,0,25,0,0,7.5,Faible
Aziylal,31.96,-6.56,2026-09-23,29.1,16.9,0.0,3,16.5,36.0,1,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Aziylal,31.96,-6.56,2026-09-24,29.5,17.1,0.0,3,16.0,37.1,0,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Boujad,32.7741,-6.3925,2026-09-18,32.3,16.3,0.0,0,19.2,36.7,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Boujad,32.7741,-6.3925,2026-09-19,35.4,21.3,0.0,0,24.9,43.2,3,Very High,None,Moderate,19,9,Saturday,0,25,60,0,19.5,Faible
Boujad,32.7741,-6.3925,2026-09-20,35.7,21.7,0.0,3,21.3,38.5,3,Very High,None,Moderate,20,9,Sunday,0,25,60,0,19.5,Faible
Boujad,32.7741,-6.3925,2026-09-21,34.6,20.7,0.0,3,15.5,28.1,3,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Boujad,32.7741,-6.3925,2026-09-22,34.2,20.7,0.0,0,14.3,28.4,3,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Boujad,32.7741,-6.3925,2026-09-23,34.6,19.3,0.0,0,13.7,36.4,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Boujad,32.7741,-6.3925,2026-09-24,34.9,19.1,0.0,3,11.3,37.8,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Al Aaroui,35.0104,-3.0073,2026-09-18,26.6,18.4,0.0,0,25.5,45.0,3,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Al Aaroui,35.0104,-3.0073,2026-09-19,25.9,21.0,0.0,5,29.3,52.9,45,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Al Aaroui,35.0104,-3.0073,2026-09-20,26.8,21.7,0.2,10,29.6,52.2,3,Normal,Low,Moderate,20,9,Sunday,20,25,0,0,14.5,Faible
Al Aaroui,35.0104,-3.0073,2026-09-21,26.8,20.6,0.0,3,24.0,45.7,45,Normal,None,Moderate,21,9,Monday,0,25,0,0,7.5,Faible
Al Aaroui,35.0104,-3.0073,2026-09-22,27.0,18.3,0.0,0,22.7,40.0,45,Normal,None,Moderate,22,9,Tuesday,0,25,0,0,7.5,Faible
Al Aaroui,35.0104,-3.0073,2026-09-23,30.4,18.0,0.0,0,14.1,31.7,45,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Al Aaroui,35.0104,-3.0073,2026-09-24,32.0,14.3,0.0,0,13.2,31.0,1,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Mrirt,33.1654,-5.5634,2026-09-18,30.3,14.5,0.0,0,20.0,40.3,3,High,None,Moderate,18,9,Friday,0,25,30,0,13.5,Faible
Mrirt,33.1654,-5.5634,2026-09-19,33.0,17.2,0.1,20,17.6,37.8,2,High,Low,Low,19,9,Saturday,20,0,30,25,16.75,Faible
Mrirt,33.1654,-5.5634,2026-09-20,31.9,18.9,0.0,5,24.0,54.0,3,High,None,Moderate,20,9,Sunday,0,25,30,0,13.5,Faible
Mrirt,33.1654,-5.5634,2026-09-21,32.1,17.5,0.0,3,23.2,48.2,2,High,None,Moderate,21,9,Monday,0,25,30,0,13.5,Faible
Mrirt,33.1654,-5.5634,2026-09-22,31.5,16.4,0.0,0,15.9,38.5,3,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Mrirt,33.1654,-5.5634,2026-09-23,31.8,15.9,0.0,0,16.6,36.4,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Mrirt,33.1654,-5.5634,2026-09-24,33.1,14.6,0.0,0,16.9,38.2,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Tineghir,31.5147,-5.5328,2026-09-18,30.3,18.1,0.0,43,23.3,37.4,3,High,None,Moderate,18,9,Friday,0,25,30,50,21.0,Faible
Tineghir,31.5147,-5.5328,2026-09-19,27.7,18.1,0.7,45,16.5,29.2,61,Normal,Low,Low,19,9,Saturday,20,0,0,50,14.5,Faible
Tineghir,31.5147,-5.5328,2026-09-20,28.0,17.3,2.8,47,11.9,28.1,95,Normal,Low,Low,20,9,Sunday,20,0,0,50,14.5,Faible
Tineghir,31.5147,-5.5328,2026-09-21,28.6,18.2,0.6,30,23.2,34.9,2,Normal,Low,Moderate,21,9,Monday,20,25,0,25,18.25,Faible
Tineghir,31.5147,-5.5328,2026-09-22,28.5,17.8,0.3,10,8.2,23.0,3,Normal,Low,Low,22,9,Tuesday,20,0,0,0,7.0,Faible
Tineghir,31.5147,-5.5328,2026-09-23,29.2,17.0,0.0,12,16.6,33.1,1,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Tineghir,31.5147,-5.5328,2026-09-24,31.3,17.4,0.0,14,10.5,22.0,3,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-18,25.1,16.6,0.0,0,17.7,30.6,45,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-19,31.2,18.4,0.0,0,22.0,37.1,1,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Bouknadel,34.1766,-6.6893,2026-09-20,29.1,20.5,0.0,0,13.4,23.8,1,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-21,31.1,20.4,0.0,0,14.3,25.2,1,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-22,27.8,19.7,0.0,0,12.6,22.3,0,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-23,30.0,19.1,0.0,0,13.7,28.8,1,High,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Bouknadel,34.1766,-6.6893,2026-09-24,28.8,18.2,0.0,0,10.6,28.8,1,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Zagora,30.3316,-5.8376,2026-09-18,34.9,25.0,0.2,10,19.5,33.5,3,High,Low,Low,18,9,Friday,20,0,30,0,13.0,Faible
Zagora,30.3316,-5.8376,2026-09-19,34.1,24.9,0.0,5,25.4,44.3,3,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Zagora,30.3316,-5.8376,2026-09-20,34.0,24.4,0.3,8,16.7,29.2,3,High,Low,Low,20,9,Sunday,20,0,30,0,13.0,Faible
Zagora,30.3316,-5.8376,2026-09-21,33.7,24.8,1.7,25,9.2,18.0,80,High,Low,Low,21,9,Monday,20,0,30,25,16.75,Faible
Zagora,30.3316,-5.8376,2026-09-22,33.2,23.7,0.3,8,15.3,26.3,3,High,Low,Low,22,9,Tuesday,20,0,30,0,13.0,Faible
Zagora,30.3316,-5.8376,2026-09-23,33.1,22.9,0.0,4,13.7,21.6,2,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Zagora,30.3316,-5.8376,2026-09-24,34.9,23.7,0.0,5,14.4,24.1,3,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Azemmour,33.2833,-8.3333,2026-09-18,25.0,17.8,0.0,0,17.9,32.8,2,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-19,26.9,19.6,0.0,0,16.3,29.9,2,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-20,28.4,19.3,0.0,0,12.4,23.0,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-21,28.9,20.9,0.0,0,13.8,26.3,45,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-22,27.3,20.5,0.0,0,11.8,22.3,45,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-23,27.1,19.9,0.0,0,13.7,29.2,45,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Azemmour,33.2833,-8.3333,2026-09-24,27.5,19.9,0.0,0,11.8,29.2,45,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-18,27.7,14.9,0.0,0,16.7,35.6,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-19,31.4,17.3,0.2,15,18.8,40.3,80,High,Low,Low,19,9,Saturday,20,0,30,0,13.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-20,31.9,20.6,0.0,0,19.1,40.7,2,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-21,31.6,20.2,0.0,0,20.5,43.2,3,High,None,Moderate,21,9,Monday,0,25,30,0,13.5,Faible
El Hajeb,33.6928,-5.3711,2026-09-22,30.6,19.0,0.0,0,19.4,41.0,3,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-23,31.1,19.3,0.0,0,14.5,32.0,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
El Hajeb,33.6928,-5.3711,2026-09-24,31.9,18.8,0.0,0,16.6,32.4,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Jerada,34.31,-2.16,2026-09-18,27.5,15.3,0.0,3,24.2,52.6,3,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Jerada,34.31,-2.16,2026-09-19,27.6,16.7,2.7,70,29.5,65.2,95,Normal,Low,Moderate,19,9,Saturday,20,25,0,75,25.75,Modéré
Jerada,34.31,-2.16,2026-09-20,27.6,16.3,0.0,13,24.2,53.3,3,Normal,None,Moderate,20,9,Sunday,0,25,0,0,7.5,Faible
Jerada,34.31,-2.16,2026-09-21,25.4,17.1,0.0,5,17.9,42.5,45,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Jerada,34.31,-2.16,2026-09-22,27.6,15.9,0.0,3,19.9,39.2,3,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Jerada,34.31,-2.16,2026-09-23,29.1,17.2,0.0,3,20.2,37.4,1,Normal,None,Moderate,23,9,Wednesday,0,25,0,0,7.5,Faible
Jerada,34.31,-2.16,2026-09-24,30.4,15.7,0.0,3,22.2,38.9,2,High,None,Moderate,24,9,Thursday,0,25,30,0,13.5,Faible
El Aïoun,34.5726,-2.5127,2026-09-18,29.1,15.7,0.0,0,21.7,37.8,45,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
El Aïoun,34.5726,-2.5127,2026-09-19,29.8,19.2,0.2,33,18.6,33.8,3,Normal,Low,Low,19,9,Saturday,20,0,0,25,10.75,Faible
El Aïoun,34.5726,-2.5127,2026-09-20,30.9,18.8,0.0,5,21.3,36.7,45,High,None,Moderate,20,9,Sunday,0,25,30,0,13.5,Faible
El Aïoun,34.5726,-2.5127,2026-09-21,27.4,19.2,0.0,3,18.2,31.7,3,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
El Aïoun,34.5726,-2.5127,2026-09-22,30.3,15.5,0.0,0,16.5,34.2,45,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
El Aïoun,34.5726,-2.5127,2026-09-23,30.8,17.5,0.0,0,15.9,26.6,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
El Aïoun,34.5726,-2.5127,2026-09-24,32.6,15.2,0.0,0,15.8,27.4,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Tameslouht,31.5,-8.1,2026-09-18,31.0,17.4,0.0,0,10.2,18.4,2,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Tameslouht,31.5,-8.1,2026-09-19,34.6,20.3,0.0,10,15.5,25.2,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Tameslouht,31.5,-8.1,2026-09-20,36.7,22.4,0.6,45,19.4,32.0,80,Very High,Low,Low,20,9,Sunday,20,0,60,50,26.5,Modéré
Tameslouht,31.5,-8.1,2026-09-21,36.6,23.0,0.0,1,21.0,34.9,2,Very High,None,Moderate,21,9,Monday,0,25,60,0,19.5,Faible
Tameslouht,31.5,-8.1,2026-09-22,36.0,22.1,0.0,0,22.5,36.0,0,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Tameslouht,31.5,-8.1,2026-09-23,35.2,19.6,0.0,0,14.2,27.4,0,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Tameslouht,31.5,-8.1,2026-09-24,34.6,20.6,0.0,3,17.3,28.8,1,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-18,29.5,15.4,0.0,0,19.0,34.6,45,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-19,36.1,17.7,0.0,0,18.8,34.2,1,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-20,37.3,22.0,0.0,0,19.9,35.3,1,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-21,37.1,21.2,0.0,0,13.7,31.0,0,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-22,34.1,19.5,0.0,0,19.4,34.2,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-23,36.7,18.3,0.0,0,15.2,33.1,1,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-24,34.3,17.9,0.0,0,16.9,34.2,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Chichaoua,31.5333,-8.7667,2026-09-18,31.0,17.4,0.0,0,15.9,25.6,2,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Chichaoua,31.5333,-8.7667,2026-09-19,34.9,19.9,0.0,0,20.2,33.1,2,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Chichaoua,31.5333,-8.7667,2026-09-20,35.6,22.0,0.0,0,25.5,41.4,2,Very High,None,Moderate,20,9,Sunday,0,25,60,0,19.5,Faible
Chichaoua,31.5333,-8.7667,2026-09-21,37.6,22.2,0.0,0,25.2,43.6,2,Very High,None,Moderate,21,9,Monday,0,25,60,0,19.5,Faible
Chichaoua,31.5333,-8.7667,2026-09-22,37.1,19.6,0.0,0,22.8,41.4,0,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Chichaoua,31.5333,-8.7667,2026-09-23,34.7,18.6,0.0,0,18.7,32.4,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Chichaoua,31.5333,-8.7667,2026-09-24,34.0,20.2,0.0,0,18.6,33.5,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-18,30.1,16.6,0.0,0,12.0,22.3,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-19,34.9,19.7,0.0,10,16.6,36.4,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-20,35.8,22.3,0.1,18,16.3,35.3,3,Very High,Low,Low,20,9,Sunday,20,0,60,0,19.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-21,35.2,21.4,0.3,8,15.6,28.8,3,Very High,Low,Low,21,9,Monday,20,0,60,0,19.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-22,35.0,21.5,0.0,0,16.9,31.0,2,Very High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-23,34.9,17.8,0.0,0,16.0,29.2,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Al ’Attawia,31.83,-7.31,2026-09-24,34.6,15.7,0.0,0,18.1,32.8,1,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Tabount,30.9014,-6.9217,2026-09-18,31.7,17.4,0.0,3,9.9,19.8,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Tabount,30.9014,-6.9217,2026-09-19,31.5,20.0,0.0,18,27.9,45.0,3,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Tabount,30.9014,-6.9217,2026-09-20,31.2,19.4,0.2,25,16.0,53.3,3,High,Low,Low,20,9,Sunday,20,0,30,25,16.75,Faible
Tabount,30.9014,-6.9217,2026-09-21,31.8,20.0,1.2,5,19.5,34.2,3,High,Low,Low,21,9,Monday,20,0,30,0,13.0,Faible
Tabount,30.9014,-6.9217,2026-09-22,33.0,18.6,0.0,1,26.6,48.6,1,High,None,Moderate,22,9,Tuesday,0,25,30,0,13.5,Faible
Tabount,30.9014,-6.9217,2026-09-23,32.2,16.0,0.0,3,16.2,27.0,2,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Tabount,30.9014,-6.9217,2026-09-24,32.9,17.2,0.3,3,9.8,16.9,80,High,Low,Low,24,9,Thursday,20,0,30,0,13.0,Faible
Zaïo,34.9396,-2.7334,2026-09-18,28.0,19.0,0.0,0,16.9,38.5,45,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Zaïo,34.9396,-2.7334,2026-09-19,28.0,20.9,0.0,5,25.0,55.4,45,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Zaïo,34.9396,-2.7334,2026-09-20,29.3,21.9,0.0,3,24.4,54.7,45,Normal,None,Moderate,20,9,Sunday,0,25,0,0,7.5,Faible
Zaïo,34.9396,-2.7334,2026-09-21,27.7,19.8,0.0,0,22.0,45.4,3,Normal,None,Moderate,21,9,Monday,0,25,0,0,7.5,Faible
Zaïo,34.9396,-2.7334,2026-09-22,29.3,17.9,0.0,0,12.8,33.1,45,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Zaïo,34.9396,-2.7334,2026-09-23,30.1,18.0,0.0,0,14.7,27.7,45,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Zaïo,34.9396,-2.7334,2026-09-24,31.7,13.6,0.0,0,14.9,26.6,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Aguelmous,33.1324,-5.8366,2026-09-18,29.9,14.1,0.0,0,20.1,45.7,3,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Aguelmous,33.1324,-5.8366,2026-09-19,31.8,18.0,0.0,20,18.8,42.5,3,High,None,Low,19,9,Saturday,0,0,30,25,9.75,Faible
Aguelmous,33.1324,-5.8366,2026-09-20,32.3,19.9,0.1,20,19.6,43.2,2,High,Low,Low,20,9,Sunday,20,0,30,25,16.75,Faible
Aguelmous,33.1324,-5.8366,2026-09-21,32.1,19.2,0.0,5,22.0,45.4,2,High,None,Moderate,21,9,Monday,0,25,30,0,13.5,Faible
Aguelmous,33.1324,-5.8366,2026-09-22,30.5,18.8,0.0,1,18.2,34.2,3,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Aguelmous,33.1324,-5.8366,2026-09-23,31.8,17.8,0.0,0,17.0,37.4,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Aguelmous,33.1324,-5.8366,2026-09-24,32.4,17.6,0.0,0,20.0,40.3,0,High,None,Moderate,24,9,Thursday,0,25,30,0,13.5,Faible
Asilah,35.4667,-6.0333,2026-09-18,28.7,16.3,0.0,0,25.6,47.2,2,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Asilah,35.4667,-6.0333,2026-09-19,29.1,23.1,0.0,0,37.2,68.8,0,Normal,None,High,19,9,Saturday,0,50,0,0,15.0,Faible
Asilah,35.4667,-6.0333,2026-09-20,30.5,24.2,0.0,0,28.0,51.1,1,High,None,Moderate,20,9,Sunday,0,25,30,0,13.5,Faible
Asilah,35.4667,-6.0333,2026-09-21,30.0,23.6,0.0,0,29.8,53.6,0,High,None,Moderate,21,9,Monday,0,25,0,0,7.5,Faible
Asilah,35.4667,-6.0333,2026-09-22,30.2,21.9,0.0,0,17.7,33.5,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Asilah,35.4667,-6.0333,2026-09-23,35.0,20.7,0.0,0,11.0,22.7,1,Very High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Asilah,35.4667,-6.0333,2026-09-24,34.6,21.0,0.0,0,16.6,31.7,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Imzouren,35.1464,-3.8506,2026-09-18,27.4,18.4,0.0,0,18.6,33.5,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Imzouren,35.1464,-3.8506,2026-09-19,29.2,20.0,0.0,0,26.7,49.0,3,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Imzouren,35.1464,-3.8506,2026-09-20,28.7,22.3,0.0,0,21.8,39.2,3,Normal,None,Moderate,20,9,Sunday,0,25,0,0,7.5,Faible
